Code,Description,last_updated
B37.1,Pulmonary candidiasis,09-06-2025
B37.2,Candidiasis of skin and nail,09-06-2025
B37.3,Candidiasis of vulva and vagina,09-06-2025
B37.4,Candidiasis of other urogenital sites,09-06-2025
B37.5,Candidal meningitis,09-06-2025
B37.6,Candidal endocarditis,09-06-2025
B37.7,Candidal sepsis,09-06-2025
B37.8,Candidiasis of other sites,09-06-2025
B37.9,"Candidiasis, unspecified",09-06-2025
B38.0,Acute pulmonary coccidioidomycosis,09-06-2025
B38.1,Chronic pulmonary coccidioidomycosis,09-06-2025
B38.2,"Pulmonary coccidioidomycosis, unspecified",09-06-2025
B38.3,Cutaneous coccidioidomycosis,09-06-2025
B38.4,Coccidioidomycosis meningitis,09-06-2025
B38.7,Disseminated coccidioidomycosis,09-06-2025
B38.8,Other forms of coccidioidomycosis,09-06-2025
B38.9,"Coccidioidomycosis, unspecified",09-06-2025
B39.0,Acute pulmonary histoplasmosis capsulati,09-06-2025
B39.1,Chronic pulmonary histoplasmosis capsulati,09-06-2025
B39.2,"Pulmonary histoplasmosis capsulati, unspecified",09-06-2025
B39.3,Disseminated histoplasmosis capsulati,09-06-2025
B39.4,"Histoplasmosis capsulati, unspecified",09-06-2025
B39.5,Histoplasmosis duboisii,09-06-2025
B39.9,"Histoplasmosis, unspecified",09-06-2025
B40.0,Acute pulmonary blastomycosis,09-06-2025
B40.1,Chronic pulmonary blastomycosis,09-06-2025
B40.2,"Pulmonary blastomycosis, unspecified",09-06-2025
B40.3,Cutaneous blastomycosis,09-06-2025
B40.7,Disseminated blastomycosis,09-06-2025
B40.8,Other forms of blastomycosis,09-06-2025
B40.9,"Blastomycosis, unspecified",09-06-2025
B41.0,Pulmonary paracoccidioidomycosis,09-06-2025
B41.7,Disseminated paracoccidioidomycosis,09-06-2025
B41.8,Other forms of paracoccidioidomycosis,09-06-2025
B41.9,"Paracoccidioidomycosis, unspecified",09-06-2025
B42.0,Pulmonary sporotrichosis,09-06-2025
B42.1,Lymphocutaneous sporotrichosis,09-06-2025
B42.7,Disseminated sporotrichosis,09-06-2025
B42.8,Other forms of sporotrichosis,09-06-2025
B42.9,"Sporotrichosis, unspecified",09-06-2025
B43.0,Cutaneous chromomycosis,09-06-2025
B43.1,Phaeomycotic brain abscess,09-06-2025
B43.2,Subcutaneous phaeomycotic abscess and cyst,09-06-2025
B43.8,Other forms of chromomycosis,09-06-2025
B43.9,"Chromomycosis, unspecified",09-06-2025
B44.0,Invasive pulmonary aspergillosis,09-06-2025
B44.1,Other pulmonary aspergillosis,09-06-2025
B44.2,Tonsillar aspergillosis,09-06-2025
B44.7,Disseminated aspergillosis,09-06-2025
B44.8,Other forms of aspergillosis,09-06-2025
B44.9,"Aspergillosis, unspecified",09-06-2025
B45.0,Pulmonary cryptococcosis,09-06-2025
B45.1,Cerebral cryptococcosis,09-06-2025
B45.2,Cutaneous cryptococcosis,09-06-2025
B45.3,Osseous cryptococcosis,09-06-2025
B45.7,Disseminated cryptococcosis,09-06-2025
B45.8,Other forms of cryptococcosis,09-06-2025
B45.9,"Cryptococcosis, unspecified",09-06-2025
B46.0,Pulmonary mucormycosis,09-06-2025
B46.1,Rhinocerebral mucormycosis,09-06-2025
B46.2,Gastrointestinal mucormycosis,09-06-2025
B46.3,Cutaneous mucormycosis,09-06-2025
B46.4,Disseminated mucormycosis,09-06-2025
B46.5,"Mucormycosis, unspecified",09-06-2025
B46.8,Other zygomycoses,09-06-2025
B46.9,"Zygomycosis, unspecified",09-06-2025
B47.0,Eumycetoma,09-06-2025
B47.1,Actinomycetoma,09-06-2025
B47.9,"Mycetoma, unspecified",09-06-2025
B48.0,Lobomycosis,09-06-2025
B48.1,Rhinosporidiosis,09-06-2025
B48.2,Allescheriasis,09-06-2025
B48.3,Geotrichosis,09-06-2025
B48.4,Penicillosis,09-06-2025
B48.5,Pneumocystosis,09-06-2025
B48.7,Opportunistic mycoses,09-06-2025
B48.8,Other specified mycoses,09-06-2025
B50.0,Plasmodium falciparum malaria with cerebral complications,09-06-2025
B50.8,Other severe and complicated Plasmodium falciparum malaria,09-06-2025
B50.9,"Plasmodium falciparum malaria, unspecified",09-06-2025
B51.0,Plasmodium vivax malaria with rupture of spleen,09-06-2025
B51.8,Plasmodium vivax malaria with other complications,09-06-2025
B51.9,Plasmodium vivax malaria without complication,09-06-2025
B52.0,Plasmodium malariae malaria with nephropathy,09-06-2025
B52.8,Plasmodium malariae malaria with other complications,09-06-2025
B52.9,Plasmodium malariae malaria without complication,09-06-2025
B53.0,Plasmodium ovale malaria,09-06-2025
B53.1,Malaria due to simian plasmodia,09-06-2025
B53.8,"Other parasitologically confirmed malaria, not elsewhere classified",09-06-2025
B55.0,Visceral leishmaniasis,09-06-2025
B55.1,Cutaneous leishmaniasis,09-06-2025
B55.2,Mucocutaneous leishmaniasis,09-06-2025
B55.9,"Leishmaniasis, unspecified",09-06-2025
B56.0,Gambiense trypanosomiasis,09-06-2025
B56.1,Rhodesiense trypanosomiasis,09-06-2025
B56.9,"African trypanosomiasis, unspecified",09-06-2025
B57.0,Acute Chagas disease with heart involvement,09-06-2025
B57.1,Acute Chagas disease without heart involvement,09-06-2025
B57.2,Chagas disease (chronic) with heart involvement,09-06-2025
B57.3,Chagas disease (chronic) with digestive system involvement,09-06-2025
B57.4,Chagas disease (chronic) with nervous system involvement,09-06-2025
B57.5,Chagas disease (chronic) with other organ involvement,09-06-2025
B58.0,Toxoplasma oculopathy,09-06-2025
B58.1,Toxoplasma hepatitis,09-06-2025
B58.2,Toxoplasma meningoencephalitis,09-06-2025
B58.3,Pulmonary toxoplasmosis,09-06-2025
B58.8,Toxoplasmosis with other organ involvement,09-06-2025
B58.9,"Toxoplasmosis, unspecified",09-06-2025
B60.0,Babesiosis,09-06-2025
B60.1,Acanthamoebiasis,09-06-2025
B60.2,Naegleriasis,09-06-2025
B60.8,Other specified protozoal diseases,09-06-2025
B65.0,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],09-06-2025
B65.1,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],09-06-2025
B65.2,Schistosomiasis due to Schistosoma japonicum,09-06-2025
B65.3,Cercarial dermatitis,09-06-2025
B65.8,Other schistosomiases,09-06-2025
B65.9,"Schistosomiasis, unspecified",09-06-2025
B66.0,Opisthorchiasis,09-06-2025
B66.1,Clonorchiasis,09-06-2025
B66.2,Dicrocoeliasis,09-06-2025
B66.3,Fascioliasis,09-06-2025
B66.4,Paragonimiasis,09-06-2025
B66.5,Fasciolopsiasis,09-06-2025
B66.8,Other specified fluke infections,09-06-2025
B66.9,"Fluke infection, unspecified",09-06-2025
B67.0,Echinococcus granulosus infection of liver,09-06-2025
B67.1,Echinococcus granulosus infection of lung,09-06-2025
B67.2,Echinococcus granulosus infection of bone,09-06-2025
B67.3,"Echinococcus granulosus infection, other and multiple sites",09-06-2025
B67.4,"Echinococcus granulosus infection, unspecified",09-06-2025
B67.5,Echinococcus multilocularis infection of liver,09-06-2025
B67.6,"Echinococcus multilocularis infection, other and multiple sites",09-06-2025
B67.7,"Echinococcus multilocularis infection, unspecified",09-06-2025
B67.8,"Echinococcosis, unspecified, of liver",09-06-2025
B67.9,"Echinococcosis, other and unspecified",09-06-2025
B68.0,Taenia solium taeniasis,09-06-2025
B68.1,Taenia saginata taeniasis,09-06-2025
B68.9,"Taeniasis, unspecified",09-06-2025
B69.0,Cysticercosis of central nervous system,09-06-2025
B69.1,Cysticercosis of eye,09-06-2025
B69.8,Cysticercosis of other sites,09-06-2025
B69.9,"Cysticercosis, unspecified",09-06-2025
B70.0,Diphyllobothriasis,09-06-2025
B70.1,Sparganosis,09-06-2025
B71.0,Hymenolepiasis,09-06-2025
B71.1,Dipylidiasis,09-06-2025
B71.8,Other specified cestode infections,09-06-2025
B71.9,"Cestode infection, unspecified",09-06-2025
B74.0,Filariasis due to Wuchereria bancrofti,09-06-2025
B74.1,Filariasis due to Brugia malayi,09-06-2025
B74.2,Filariasis due to Brugia timori,09-06-2025
B74.3,Loiasis,09-06-2025
B74.4,Mansonelliasis,09-06-2025
B74.8,Other filariases,09-06-2025
B74.9,"Filariasis, unspecified",09-06-2025
B76.0,Ancylostomiasis,09-06-2025
B76.1,Necatoriasis,09-06-2025
B76.8,Other hookworm diseases,09-06-2025
B76.9,"Hookworm disease, unspecified",09-06-2025
B77.0,Ascariasis with intestinal complications,09-06-2025
B77.8,Ascariasis with other complications,09-06-2025
B77.9,"Ascariasis, unspecified",09-06-2025
B78.0,Intestinal strongyloidiasis,09-06-2025
B78.1,Cutaneous strongyloidiasis,09-06-2025
B78.7,Disseminated strongyloidiasis,09-06-2025
B78.9,"Strongyloidiasis, unspecified",09-06-2025
B81.0,Anisakiasis,09-06-2025
B81.1,Intestinal capillariasis,09-06-2025
B81.2,Trichostrongyliasis,09-06-2025
B81.3,Intestinal angiostrongyliasis,09-06-2025
B81.4,Mixed intestinal helminthiases,09-06-2025
B81.8,Other specified intestinal helminthiases,09-06-2025
B82.0,"Intestinal helminthiasis, unspecified",09-06-2025
B82.9,"Intestinal parasitism, unspecified",09-06-2025
B83.0,Visceral larva migrans,09-06-2025
B83.1,Gnathostomiasis,09-06-2025
B83.2,Angiostrongyliasis due to Parastrongylus cantonensis,09-06-2025
B83.3,Syngamiasis,09-06-2025
B83.4,Internal hirudiniasis,09-06-2025
B83.8,Other specified helminthiases,09-06-2025
B83.9,"Helminthiasis, unspecified",09-06-2025
B85.0,Pediculosis due to Pediculus humanus capitis,09-06-2025
B85.1,Pediculosis due to Pediculus humanus corporis,09-06-2025
B85.2,"Pediculosis, unspecified",09-06-2025
B85.3,Phthiriasis,09-06-2025
B85.4,Mixed pediculosis and phthiriasis,09-06-2025
B87.0,Cutaneous myiasis,09-06-2025
B87.1,Wound myiasis,09-06-2025
B87.2,Ocular myiasis,09-06-2025
B87.3,Nasopharyngeal myiasis,09-06-2025
B87.4,Aural myiasis,09-06-2025
B87.8,Myiasis of other sites,09-06-2025
B87.9,"Myiasis, unspecified",09-06-2025
B88.0,Other acariasis,09-06-2025
B88.1,Tungiasis [sandflea infestation],09-06-2025
B88.2,Other arthropod infestations,09-06-2025
B88.3,External hirudiniasis,09-06-2025
B88.8,Other specified infestations,09-06-2025
B88.9,"Infestation, unspecified",09-06-2025
B90.0,Sequelae of central nervous system tuberculosis,09-06-2025
B90.1,Sequelae of genitourinary tuberculosis,09-06-2025
B90.2,Sequelae of tuberculosis of bones and joints,09-06-2025
B90.8,Sequelae of tuberculosis of other organs,09-06-2025
B90.9,Sequelae of respiratory and unspecified tuberculosis,09-06-2025
B94.0,Sequelae of trachoma,09-06-2025
B94.1,Sequelae of viral encephalitis,09-06-2025
B94.2,Sequelae of viral hepatitis,09-06-2025
B94.8,Sequelae of other specified infectious and parasitic diseases,09-06-2025
B94.9,Sequelae of unspecified infectious or parasitic disease,09-06-2025
B95.0,"Streptococcus, group A, as the cause of diseases classified to other chapters",09-06-2025
B95.1,"Streptococcus, group B, as the cause of diseases classified to other chapters",09-06-2025
B95.2,Streptococcus group D and enterococcus as the cause of diseases classified to other chapters,09-06-2025
B95.3,Streptococcus pneumoniae as the cause of diseases classified to other chapters,09-06-2025
B95.4,Other streptococcus as the cause of diseases classified to other chapters,09-06-2025
B95.5,Unspecified streptococcus as the cause of diseases classified to other chapters,09-06-2025
B95.6,Staphylococcus aureus as the cause of diseases classified to other chapters,09-06-2025
B95.7,Other staphylococcus as the cause of diseases classified to other chapters,09-06-2025
B95.8,Unspecified staphylococcus as the cause of diseases classified to other chapters,09-06-2025
B96.0,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters,09-06-2025
B96.1,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,09-06-2025
B96.2,Escherichia coli [E. coli] as the cause of diseases classified to other chapters,09-06-2025
B96.3,Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters,09-06-2025
B96.4,Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters,09-06-2025
B96.5,Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters,09-06-2025
B96.6,Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters,09-06-2025
B96.7,Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters,09-06-2025
B96.8,Other specified bacterial agents as the cause of diseases classified to other chapters,09-06-2025
B97.0,Adenovirus as the cause of diseases classified to other chapters,09-06-2025
B97.1,Enterovirus as the cause of diseases classified to other chapters,09-06-2025
B97.2,Coronavirus as the cause of diseases classified to other chapters,09-06-2025
B97.3,Retrovirus as the cause of diseases classified to other chapters,09-06-2025
B97.4,Respiratory syncytial virus as the cause of diseases classified to other chapters,09-06-2025
B97.5,Reovirus as the cause of diseases classified to other chapters,09-06-2025
B97.6,Parvovirus as the cause of diseases classified to other chapters,09-06-2025
B97.7,Papillomavirus as the cause of diseases classified to other chapters,09-06-2025
B97.8,Other viral agents as the cause of diseases classified to other chapters,09-06-2025
B98.0,Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters,09-06-2025
B98.1,Vibrio vulnificus as the cause of diseases classified to other chapters,09-06-2025
C00.0,External upper lip,09-06-2025
C00.1,External lower lip,09-06-2025
C00.2,"External lip, unspecified",09-06-2025
C00.3,"Upper lip, inner aspect",09-06-2025
C00.4,"Lower lip, inner aspect",09-06-2025
C00.5,"Lip, unspecified, inner aspect",09-06-2025
C00.6,Commissure of lip,09-06-2025
C00.8,Overlapping lesion of lip,09-06-2025
C00.9,"Lip, unspecified",09-06-2025
C02.0,Dorsal surface of tongue,09-06-2025
C02.1,Border of tongue,09-06-2025
C02.2,Ventral surface of tongue,09-06-2025
C02.3,"Anterior two-thirds of tongue, part unspecified",09-06-2025
C02.4,Lingual tonsil,09-06-2025
C02.8,Overlapping lesion of tongue,09-06-2025
C02.9,"Tongue, unspecified",09-06-2025
C03.0,Upper gum,09-06-2025
C03.1,Lower gum,09-06-2025
C03.9,"Gum, unspecified",09-06-2025
C04.0,Anterior floor of mouth,09-06-2025
C04.1,Lateral floor of mouth,09-06-2025
C04.8,Overlapping lesion of floor of mouth,09-06-2025
C04.9,"Floor of mouth, unspecified",09-06-2025
C05.0,Hard palate,09-06-2025
C05.1,Soft palate,09-06-2025
C05.2,Uvula,09-06-2025
C05.8,Overlapping lesion of palate,09-06-2025
C05.9,"Palate, unspecified",09-06-2025
C06.0,Cheek mucosa,09-06-2025
C06.1,Vestibule of mouth,09-06-2025
C06.2,Retromolar area,09-06-2025
C06.8,Overlapping lesion of other and unspecified parts of mouth,09-06-2025
C06.9,"Mouth, unspecified",09-06-2025
C08.0,Submandibular gland,09-06-2025
C08.1,Sublingual gland,09-06-2025
C08.8,Overlapping lesion of major salivary glands,09-06-2025
C08.9,"Major salivary gland, unspecified",09-06-2025
C09.0,Tonsillar fossa,09-06-2025
C09.1,Tonsillar pillar (anterior)(posterior),09-06-2025
C09.8,Overlapping lesion of tonsil,09-06-2025
C09.9,"Tonsil, unspecified",09-06-2025
C10.0,Vallecula,09-06-2025
C10.1,Anterior surface of epiglottis,09-06-2025
C10.2,Lateral wall of oropharynx,09-06-2025
C10.3,Posterior wall of oropharynx,09-06-2025
C10.4,Branchial cleft,09-06-2025
C10.8,Overlapping lesion of oropharynx,09-06-2025
C10.9,"Oropharynx, unspecified",09-06-2025
C11.0,Superior wall of nasopharynx,09-06-2025
C11.1,Posterior wall of nasopharynx,09-06-2025
C11.2,Lateral wall of nasopharynx,09-06-2025
C11.3,Anterior wall of nasopharynx,09-06-2025
C11.8,Overlapping lesion of nasopharynx,09-06-2025
C11.9,"Nasopharynx, unspecified",09-06-2025
C13.0,Postcricoid region,09-06-2025
C13.1,"Aryepiglottic fold, hypopharyngeal aspect",09-06-2025
C13.2,Posterior wall of hypopharynx,09-06-2025
C13.8,Overlapping lesion of hypopharynx,09-06-2025
C13.9,"Hypopharynx, unspecified",09-06-2025
C14.0,"Pharynx, unspecified",09-06-2025
C14.2,Waldeyer ring,09-06-2025
C14.8,"Overlapping lesion of lip, oral cavity and pharynx",09-06-2025
C15.0,Cervical part of oesophagus,09-06-2025
C15.1,Thoracic part of oesophagus,09-06-2025
C15.2,Abdominal part of oesophagus,09-06-2025
C15.3,Upper third of oesophagus,09-06-2025
C15.4,Middle third of oesophagus,09-06-2025
C15.5,Lower third of oesophagus,09-06-2025
C15.8,Overlapping lesion of oesophagus,09-06-2025
C15.9,"Oesophagus, unspecified",09-06-2025
C16.0,Cardia,09-06-2025
C16.1,Fundus of stomach,09-06-2025
C16.2,Body of stomach,09-06-2025
C16.3,Pyloric antrum,09-06-2025
C16.4,Pylorus,09-06-2025
C16.5,"Lesser curvature of stomach, unspecified",09-06-2025
C16.6,"Greater curvature of stomach, unspecified",09-06-2025
C16.8,Overlapping lesion of stomach,09-06-2025
C16.9,"Stomach, unspecified",09-06-2025
C17.0,Duodenum,09-06-2025
C17.1,Jejunum,09-06-2025
C17.2,Ileum,09-06-2025
C17.3,Meckel diverticulum,09-06-2025
C17.8,Overlapping lesion of small intestine,09-06-2025
C17.9,"Small intestine, unspecified",09-06-2025
C18.0,Caecum,09-06-2025
C18.1,Appendix,09-06-2025
C18.2,Ascending colon,09-06-2025
C18.3,Hepatic flexure,09-06-2025
C18.4,Transverse colon,09-06-2025
C18.5,Splenic flexure,09-06-2025
C18.6,Descending colon,09-06-2025
C18.7,Sigmoid colon,09-06-2025
C18.8,Overlapping lesion of colon,09-06-2025
C18.9,"Colon, unspecified",09-06-2025
C21.0,"Anus, unspecified",09-06-2025
C21.1,Anal canal,09-06-2025
C21.2,Cloacogenic zone,09-06-2025
C21.8,"Overlapping lesion of rectum, anus and anal canal",09-06-2025
C22.0,Liver cell carcinoma,09-06-2025
C22.1,Intrahepatic bile duct carcinoma,09-06-2025
C22.2,Hepatoblastoma,09-06-2025
C22.3,Angiosarcoma of liver,09-06-2025
C22.4,Other sarcomas of liver,09-06-2025
C22.7,Other specified carcinomas of liver,09-06-2025
C22.9,"Liver, unspecified",09-06-2025
C24.0,Extrahepatic bile duct,09-06-2025
C24.1,Ampulla of Vater,09-06-2025
C24.8,Overlapping lesion of biliary tract,09-06-2025
C24.9,"Biliary tract, unspecified",09-06-2025
C25.0,Head of pancreas,09-06-2025
C25.1,Body of pancreas,09-06-2025
C25.2,Tail of pancreas,09-06-2025
C25.3,Pancreatic duct,09-06-2025
C25.4,Endocrine pancreas,09-06-2025
C25.7,Other parts of pancreas,09-06-2025
C25.8,Overlapping lesion of pancreas,09-06-2025
C25.9,"Pancreas, unspecified",09-06-2025
C26.0,"Intestinal tract, part unspecified",09-06-2025
C26.1,Spleen,09-06-2025
C26.8,Overlapping lesion of digestive system,09-06-2025
C26.9,Ill-defined sites within the digestive system,09-06-2025
C30.0,Nasal cavity,09-06-2025
C30.1,Middle ear,09-06-2025
C31.0,Maxillary sinus,09-06-2025
C31.1,Ethmoidal sinus,09-06-2025
C31.2,Frontal sinus,09-06-2025
